worker_id,month,total_days_worked,total_hours_worked
790,Mar,24,168
790,Apr,26,182
790,May,25,175
791,Feb,25,200
791,Mar,26,156
791,Apr,24,168
791,May,26,182
792,Feb,25,175
792,Mar,24,192
792,Apr,25,200
792,May,21,126
793,Feb,20,140
793,Mar,25,225
793,Apr,21,168
793,May,21,168
794,Feb,23,138
794,Mar,22,154
794,Apr,21,147
794,May,20,180
795,Feb,24,192
795,Mar,21,147
795,Apr,26,156
795,May,26,182
796,Feb,26,156
796,Mar,22,154
796,Apr,23,207
796,May,23,207
797,Feb,20,160
797,Mar,20,140
797,Apr,25,225
797,May,25,225
798,Feb,21,147
798,Mar,24,192
798,Apr,20,180
798,May,20,160
799,Feb,20,140
799,Mar,25,175
799,Apr,25,175
799,May,24,144
800,Feb,22,176
800,Mar,26,234
800,Apr,20,180
800,May,23,207
801,Feb,25,200
801,Mar,25,225
801,Apr,21,147
801,May,25,175
802,Feb,23,138
802,Mar,21,147
802,Apr,26,234
802,May,20,180
803,Feb,24,216
803,Mar,22,132
803,Apr,20,180
803,May,20,120
804,Feb,24,144
804,Mar,23,184
804,Apr,24,216
804,May,25,175
805,Feb,21,168
805,Mar,24,144
805,Apr,26,208
805,May,24,192
806,Feb,20,120
806,Mar,21,147
806,Apr,21,168
806,May,20,120
807,Feb,20,140
807,Mar,26,156
807,Apr,22,154
807,May,20,180
808,Feb,22,176
808,Mar,21,168
808,Apr,26,208
808,May,20,180
809,Feb,24,192
809,Mar,26,182
809,Apr,21,126
809,May,20,180
810,Feb,26,182
810,Mar,21,126
810,Apr,22,176
810,May,20,120
811,Feb,20,140
811,Mar,24,216
811,Apr,20,180
811,May,21,189
812,Feb,22,132
812,Mar,21,126
812,Apr,20,180
812,May,23,161
813,Feb,21,168
813,Mar,20,180
813,Apr,21,168
813,May,22,176
814,Feb,25,200
814,Mar,20,160
814,Apr,25,175
814,May,25,200
815,Feb,25,200
815,Mar,25,150
815,Apr,21,147
815,May,22,154
816,Feb,23,138
816,Mar,22,132
816,Apr,24,192
816,May,20,120
817,Feb,25,150
817,Mar,26,182
817,Apr,26,234
817,May,23,138
818,Feb,24,192
818,Mar,21,126
818,Apr,22,154
818,May,26,156
819,Feb,20,180
819,Mar,22,154
819,Apr,20,160
819,May,21,147
820,Feb,20,180
820,Mar,21,147
820,Apr,24,168
820,May,20,160
821,Feb,25,150
821,Mar,26,208
821,Apr,21,189
821,May,24,144
822,Feb,21,189
822,Mar,20,140
822,Apr,26,234
822,May,25,225
823,Feb,25,175
823,Mar,26,182
823,Apr,24,216
823,May,26,208
824,Feb,25,175
824,Mar,23,184
824,Apr,26,156
824,May,26,234
825,Feb,21,147
825,Mar,22,176
825,Apr,26,182
825,May,23,161
826,Feb,23,138
826,Mar,26,234
826,Apr,22,154
826,May,20,120
827,Feb,26,156
827,Mar,25,150
827,Apr,22,176
827,May,23,184
828,Feb,21,168
828,Mar,22,154
828,Apr,23,207
828,May,23,184
829,Feb,21,189
829,Mar,22,154
829,Apr,20,160
829,May,23,184
830,Feb,21,147
830,Mar,22,154
830,Apr,23,161
830,May,25,200
831,Feb,21,168
831,Mar,22,154
831,Apr,25,225
831,May,24,192
832,Feb,25,175
832,Mar,22,176
832,Apr,20,160
832,May,20,140
833,Feb,21,168
833,Mar,25,200
833,Apr,25,200
833,May,20,140
834,Feb,26,208
834,Mar,23,207
834,Apr,23,161
834,May,20,180
835,Feb,20,180
835,Mar,23,161
835,Apr,24,192
835,May,25,150
836,Feb,23,207
836,Mar,23,138
836,Apr,23,138
836,May,25,150
837,Feb,21,147
837,Mar,21,147
837,Apr,20,120
837,May,24,144
838,Feb,26,156
838,Mar,20,120
838,Apr,21,147
838,May,26,182
839,Feb,20,160
839,Mar,26,156
839,Apr,26,182
839,May,21,189
840,Feb,21,147
840,Mar,22,176
840,Apr,23,184
840,May,25,150
841,Feb,23,161
841,Mar,24,144
841,Apr,22,176
841,May,23,207
842,Feb,26,234
842,Mar,24,168
842,Apr,20,180
842,May,20,120
843,Feb,26,234
843,Mar,25,200
843,Apr,23,138
843,May,21,189
844,Feb,24,144
844,Mar,20,180
844,Apr,21,168
844,May,23,161
845,Feb,25,150
845,Mar,21,168
845,Apr,24,192
845,May,23,138
846,Feb,20,160
846,Mar,23,207
846,Apr,20,160
846,May,23,161
847,Feb,23,184
847,Mar,23,184
847,Apr,22,198
847,May,22,176
848,Feb,25,225
848,Mar,21,189
848,Apr,26,156
848,May,23,161
849,Feb,24,192
849,Mar,21,168
849,Apr,25,225
849,May,23,184
850,Feb,20,160
850,Mar,26,156
850,Apr,26,182
850,May,25,150
851,Feb,24,168
851,Mar,22,198
851,Apr,24,168
851,May,24,192
852,Feb,23,138
852,Mar,22,132
852,Apr,24,168
852,May,20,180
853,Feb,24,216
853,Mar,22,198
853,Apr,21,189
853,May,24,192
854,Feb,26,208
854,Mar,21,168
854,Apr,23,207
854,May,26,156
855,Feb,23,161
855,Mar,21,126
855,Apr,25,150
855,May,21,126
856,Feb,24,168
856,Mar,21,126
856,Apr,25,200
856,May,24,192
857,Feb,20,120
857,Mar,24,192
857,Apr,21,168
857,May,22,154
858,Feb,21,126
858,Mar,23,138
858,Apr,22,154
858,May,21,168
859,Feb,20,120
859,Mar,23,207
859,Apr,22,132
859,May,22,198
860,Feb,26,208
860,Mar,25,150
860,Apr,25,150
860,May,21,189
861,Feb,21,147
861,Mar,23,161
861,Apr,26,234
861,May,26,182
862,Feb,23,184
862,Mar,25,225
862,Apr,26,234
862,May,26,234
863,Feb,22,198
863,Mar,25,200
863,Apr,23,207
863,May,21,189
864,Feb,20,160
864,Mar,21,189
864,Apr,23,138
864,May,22,198
865,Feb,21,189
865,Mar,20,180
865,Apr,25,225
865,May,24,144
866,Feb,24,144
866,Mar,20,120
866,Apr,21,126
866,May,26,182
867,Feb,22,154
867,Mar,21,147
867,Apr,20,140
867,May,24,144
868,Feb,25,150
868,Mar,22,154
868,Apr,23,207
868,May,26,208
869,Feb,22,176
869,Mar,25,150
869,Apr,23,161
869,May,24,144
870,Feb,21,189
870,Mar,21,168
870,Apr,21,126
870,May,24,216
871,Feb,24,216
871,Mar,26,234
871,Apr,24,192
871,May,20,160
872,Feb,22,154
872,Mar,21,147
872,Apr,23,207
872,May,26,182
873,Feb,26,182
873,Mar,21,168
873,Apr,23,207
873,May,26,208
874,Feb,23,161
874,Mar,26,208
874,Apr,25,225
874,May,26,182
875,Feb,24,216
875,Mar,26,208
875,Apr,21,189
875,May,22,176
876,Feb,23,161
876,Mar,21,126
876,Apr,21,168
876,May,20,120
877,Feb,24,144
877,Mar,21,168
877,Apr,24,216
877,May,22,154
878,Feb,26,156
878,Mar,25,175
878,Apr,20,120
878,May,23,161
879,Feb,22,198
879,Mar,23,184
879,Apr,21,168
879,May,21,189
880,Feb,20,140
880,Mar,24,192
880,Apr,25,150
880,May,25,150
881,Feb,26,208
881,Mar,25,150
881,Apr,20,120
881,May,22,176
882,Feb,24,192
882,Mar,23,184
882,Apr,24,144
882,May,24,168
883,Feb,25,200
883,Mar,23,184
883,Apr,26,234
883,May,21,189
884,Feb,21,168
884,Mar,20,120
884,Apr,26,234
884,May,23,138
885,Feb,23,207
885,Mar,25,175
885,Apr,20,140
885,May,21,147
886,Feb,24,216
886,Mar,22,154
886,Apr,24,144
886,May,24,144
887,Feb,25,150
887,Mar,20,160
887,Apr,25,200
887,May,23,207
888,Feb,25,225
888,Mar,25,225
888,Apr,21,147
888,May,20,120
889,Feb,22,132
889,Mar,25,200
889,Apr,21,168
889,May,21,189
890,Feb,25,150
890,Mar,21,147
890,Apr,23,161
890,May,22,176
891,Feb,25,150
891,Mar,26,234
891,Apr,24,144
891,May,23,207
892,Feb,22,132
892,Mar,25,175
892,Apr,21,126
892,May,20,140
893,Feb,21,168
893,Mar,21,189
893,Apr,23,184
893,May,24,144
894,Feb,26,182
894,Mar,24,144
894,Apr,21,147
894,May,26,156
895,Feb,21,168
895,Mar,23,161
895,Apr,22,198
895,May,22,132
896,Feb,24,216
896,Mar,20,140
896,Apr,20,140
896,May,21,147
897,Feb,20,140
897,Mar,24,216
897,Apr,22,176
897,May,20,160
898,Feb,25,175
898,Mar,20,180
898,Apr,24,216
898,May,24,168
899,Feb,23,161
899,Mar,23,138
899,Apr,26,182
899,May,22,198
900,Feb,26,182
900,Mar,21,168
900,Apr,21,189
900,May,25,225
901,Feb,22,132
901,Mar,20,140
901,Apr,22,154
901,May,21,189
902,Feb,23,161
902,Mar,20,160
902,Apr,21,126
902,May,23,138
903,Feb,25,175
903,Mar,22,132
903,Apr,23,161
903,May,22,132
904,Feb,26,234
904,Mar,23,207
904,Apr,26,182
904,May,24,192
905,Feb,20,160
905,Mar,25,225
905,Apr,23,138
905,May,25,200
906,Feb,25,225
906,Mar,26,156
906,Apr,22,198
906,May,21,189
907,Feb,26,156
907,Mar,23,184
907,Apr,23,184
907,May,26,182
908,Feb,21,168
908,Mar,24,168
908,Apr,20,140
908,May,20,140
909,Feb,25,150
909,Mar,20,120
909,Apr,21,168
909,May,20,180
910,Feb,23,207
910,Mar,22,132
910,Apr,25,200
910,May,23,184
911,Feb,24,216
911,Mar,23,138
911,Apr,21,189
911,May,20,120
912,Feb,23,161
912,Mar,23,184
912,Apr,23,138
912,May,25,225
913,Feb,21,168
913,Mar,23,207
913,Apr,25,225
913,May,21,126
914,Feb,26,156
914,Mar,25,175
914,Apr,21,189
914,May,22,198
915,Feb,24,192
915,Mar,26,208
915,Apr,22,176
915,May,26,182
916,Feb,24,168
916,Mar,26,156
916,Apr,23,207
916,May,23,184
917,Feb,21,147
917,Mar,23,184
917,Apr,22,176
917,May,24,144
918,Feb,22,154
918,Mar,22,198
918,Apr,20,160
918,May,26,182
919,Feb,22,154
919,Mar,23,184
919,Apr,25,225
919,May,22,154
920,Feb,20,140
920,Mar,25,150
920,Apr,21,126
920,May,23,184
921,Feb,24,144
921,Mar,23,138
921,Apr,26,208
921,May,23,161
922,Feb,25,200
922,Mar,25,175
922,Apr,25,150
922,May,24,192
923,Feb,22,198
923,Mar,24,216
923,Apr,22,132
923,May,26,234
924,Feb,26,182
924,Mar,25,175
924,Apr,25,175
924,May,23,207
925,Feb,25,175
925,Mar,24,216
925,Apr,25,200
925,May,20,160
926,Feb,25,225
926,Mar,23,184
926,Apr,25,150
926,May,25,225
927,Feb,22,198
927,Mar,25,225
927,Apr,24,216
927,May,23,161
928,Feb,26,182
928,Mar,23,184
928,Apr,22,132
928,May,23,207
929,Feb,20,140
929,Mar,26,234
929,Apr,20,180
929,May,23,138
930,Feb,23,161
930,Mar,22,154
930,Apr,20,120
930,May,20,160
931,Feb,23,138
931,Mar,25,150
931,Apr,25,200
931,May,20,140
932,Feb,20,180
932,Mar,25,175
932,Apr,23,161
932,May,22,154
933,Feb,20,140
933,Mar,23,207
933,Apr,21,168
933,May,20,120
934,Feb,21,189
934,Mar,24,168
934,Apr,21,168
934,May,20,120
935,Feb,22,154
935,Mar,26,234
935,Apr,24,168
935,May,25,150
936,Feb,24,192
936,Mar,26,208
936,Apr,22,132
936,May,22,198
937,Feb,21,147
937,Mar,25,175
937,Apr,20,140
937,May,22,132
938,Feb,22,154
938,Mar,21,147
938,Apr,24,192
938,May,23,207
939,Feb,26,182
939,Mar,20,180
939,Apr,21,189
939,May,26,208
940,Feb,21,147
940,Mar,26,182
940,Apr,26,234
940,May,24,192
941,Feb,20,140
941,Mar,24,168
941,Apr,26,182
941,May,21,168
942,Feb,21,147
942,Mar,25,175
942,Apr,23,207
942,May,26,182
943,Feb,23,184
943,Mar,21,168
943,Apr,21,126
943,May,26,208
944,Feb,24,216
944,Mar,24,216
944,Apr,26,208
944,May,24,216
945,Feb,20,140
945,Mar,23,138
945,Apr,26,182
945,May,26,234
946,Feb,20,140
946,Mar,20,140
946,Apr,24,144
946,May,25,175
947,Feb,26,156
947,Mar,23,138
947,Apr,26,156
947,May,21,147
948,Feb,25,225
948,Mar,25,225
948,Apr,23,184
948,May,25,150
949,Feb,20,180
949,Mar,23,207
949,Apr,20,140
949,May,23,184
950,Feb,25,150
950,Mar,21,168
950,Apr,22,198
950,May,22,132
951,Feb,20,120
951,Mar,24,144
951,Apr,23,138
951,May,21,168
952,Feb,20,140
952,Mar,25,150
952,Apr,25,225
952,May,23,184
953,Feb,23,207
953,Mar,23,138
953,Apr,20,140
953,May,24,192
954,Feb,26,208
954,Mar,26,156
954,Apr,20,140
954,May,23,161
955,Feb,24,168
955,Mar,25,150
955,Apr,20,160
955,May,20,180
956,Feb,25,200
956,Mar,26,156
956,Apr,21,147
956,May,23,161
957,Feb,21,147
957,Mar,23,138
957,Apr,24,192
957,May,23,184
958,Feb,26,208
958,Mar,24,216
958,Apr,24,144
958,May,23,184
959,Feb,20,180
959,Mar,24,168
959,Apr,22,176
959,May,23,138
960,Feb,20,160
960,Mar,22,198
960,Apr,25,175
960,May,24,216
961,Feb,23,207
961,Mar,24,168
961,Apr,22,198
961,May,21,189
962,Feb,24,168
962,Mar,22,198
962,Apr,24,144
962,May,21,189
963,Feb,24,144
963,Mar,26,234
963,Apr,22,132
963,May,24,216
964,Feb,23,138
964,Mar,25,200
964,Apr,23,207
964,May,23,207
965,Feb,20,160
965,Mar,23,207
965,Apr,22,132
965,May,25,225
966,Feb,26,182
966,Mar,25,150
966,Apr,22,132
966,May,22,176
967,Feb,22,176
967,Mar,22,176
967,Apr,23,184
967,May,23,184
968,Feb,23,184
968,Mar,24,216
968,Apr,26,156
968,May,24,168
969,Feb,22,176
969,Mar,26,156
969,Apr,26,208
969,May,26,156
970,Feb,22,176
970,Mar,26,156
970,Apr,23,161
970,May,22,198
971,Feb,25,200
971,Mar,26,156
971,Apr,21,168
971,May,26,208
972,Feb,25,175
972,Mar,26,182
972,Apr,25,150
972,May,25,225
973,Feb,25,175
973,Mar,25,175
973,Apr,26,234
973,May,24,168
974,Feb,21,189
974,Mar,25,150
974,Apr,21,189
974,May,26,208
975,Feb,23,161
975,Mar,22,176
975,Apr,20,140
975,May,26,208
976,Feb,20,120
976,Mar,22,154
976,Apr,24,144
976,May,24,192
977,Feb,25,225
977,Mar,22,176
977,Apr,20,180
977,May,22,132
978,Feb,24,168
978,Mar,26,156
978,Apr,21,126
978,May,20,180
979,Feb,26,156
979,Mar,25,225
979,Apr,20,140
979,May,26,234
980,Feb,25,150
980,Mar,21,147
980,Apr,23,207
980,May,20,140
981,Feb,21,168
981,Mar,23,207
981,Apr,21,168
981,May,25,150
982,Feb,23,138
982,Mar,23,207
982,Apr,22,198
982,May,21,147
983,Feb,24,192
983,Mar,26,182
983,Apr,23,161
983,May,23,207
984,Feb,22,132
984,Mar,22,176
984,Apr,25,225
984,May,23,161
985,Feb,24,144
985,Mar,21,126
985,Apr,26,156
985,May,24,216
986,Feb,21,189
986,Mar,24,168
986,Apr,25,200
986,May,20,160
987,Feb,25,200
987,Mar,21,147
987,Apr,21,147
987,May,21,189
988,Feb,25,175
988,Mar,20,160
988,Apr,25,200
988,May,21,126
989,Feb,23,184
989,Mar,22,154
989,Apr,20,160
989,May,20,160
990,Feb,25,200
990,Mar,23,207
990,Apr,24,192
990,May,23,207
991,Feb,21,168
991,Mar,25,200
991,Apr,21,126
991,May,26,156
992,Feb,21,147
992,Mar,26,234
992,Apr,22,132
992,May,21,126
993,Feb,25,175
993,Mar,25,200
993,Apr,24,192
993,May,26,156
994,Feb,21,168
994,Mar,26,182
994,Apr,21,189
994,May,20,120
995,Feb,24,192
995,Mar,21,126
995,Apr,23,184
995,May,20,160
996,Feb,20,140
996,Mar,21,189
996,Apr,21,168
996,May,25,200
997,Feb,25,150
997,Mar,23,184
997,Apr,22,176
997,May,25,225
998,Feb,26,182
998,Mar,23,207
998,Apr,23,138
998,May,22,132
999,Feb,20,160
999,Mar,26,234
999,Apr,25,150
999,May,25,225
1000,Feb,22,132
1000,Mar,21,189
1000,Apr,26,182
1000,May,25,175
1001,Feb,26,156
1001,Mar,21,189
1001,Apr,20,120
1001,May,20,140
1002,Feb,26,208
1002,Mar,24,168
1002,Apr,22,154
1002,May,24,216
1003,Feb,23,184
1003,Mar,24,144
1003,Apr,21,147
1003,May,24,192
1004,Feb,26,182
1004,Mar,22,198
1004,Apr,23,184
1004,May,22,198
1005,Feb,22,154
1005,Mar,22,154
1005,Apr,20,120
1005,May,21,147
1006,Feb,21,126
1006,Mar,21,189
1006,Apr,20,180
1006,May,22,132
1007,Feb,25,150
1007,Mar,26,182
1007,Apr,24,144
1007,May,24,192
1008,Feb,25,200
1008,Mar,26,182
1008,Apr,24,168
1008,May,22,198
1009,Feb,26,208
1009,Mar,24,192
1009,Apr,21,147
1009,May,24,192
1010,Feb,20,120
1010,Mar,20,120
1010,Apr,20,180
1010,May,23,161
1011,Feb,22,154
1011,Mar,21,189
1011,Apr,23,184
1011,May,23,161
1012,Feb,24,168
1012,Mar,26,156
1012,Apr,21,189
1012,May,23,184
1013,Feb,22,176
1013,Mar,25,225
1013,Apr,21,168
1013,May,20,140
1014,Feb,23,184
1014,Mar,20,140
1014,Apr,21,189
1014,May,24,192
1015,Feb,20,180
1015,Mar,23,184
1015,Apr,20,160
1015,May,22,176
1016,Feb,23,161
1016,Mar,25,225
1016,Apr,23,207
1016,May,26,208
1017,Feb,22,132
1017,Mar,25,225
1017,Apr,26,182
1017,May,20,180
1018,Feb,25,200
1018,Mar,24,168
1018,Apr,21,168
1018,May,23,161
1019,Feb,22,154
1019,Mar,24,168
1019,Apr,20,160
1019,May,21,168
1020,Feb,20,140
1020,Mar,20,160
1020,Apr,22,176
1020,May,25,200
1021,Feb,26,208
1021,Mar,20,140
1021,Apr,20,180
1021,May,21,189
1022,Feb,21,168
1022,Mar,24,192
1022,Apr,23,138
1022,May,24,168
1023,Feb,26,156
1023,Mar,26,156
1023,Apr,26,208
1023,May,21,168
1024,Feb,23,161
1024,Mar,21,126
1024,Apr,25,150
1024,May,20,120
1025,Feb,20,180
1025,Mar,25,150
1025,Apr,20,160
1025,May,26,208
1026,Feb,23,207
1026,Mar,21,147
1026,Apr,23,207
1026,May,23,207
1027,Feb,24,144
1027,Mar,26,182
1027,Apr,20,120
1027,May,21,147
1028,Feb,21,147
1028,Mar,25,225
1028,Apr,21,168
1028,May,21,168
1029,Feb,24,192
1029,Mar,25,225
1029,Apr,24,168
1029,May,25,200
1030,Feb,21,189
1030,Mar,26,234
1030,Apr,21,147
1030,May,20,120
1031,Feb,22,198
1031,Mar,25,200
1031,Apr,20,120
1031,May,25,150
1032,Feb,26,208
1032,Mar,20,180
1032,Apr,20,120
1032,May,21,126
1033,Feb,25,150
1033,Mar,23,207
1033,Apr,26,182
1033,May,20,180
1034,Feb,25,175
1034,Mar,22,132
1034,Apr,23,161
1034,May,23,161
1035,Feb,24,216
1035,Mar,24,168
1035,Apr,26,182
1035,May,21,147
1036,Feb,24,216
1036,Mar,24,168
1036,Apr,21,168
1036,May,20,180
1037,Feb,26,234
1037,Mar,20,160
1037,Apr,22,176
1037,May,25,150
1038,Feb,24,216
1038,Mar,22,198
1038,Apr,24,144
1038,May,21,189
1039,Feb,23,207
1039,Mar,21,168
1039,Apr,25,175
1039,May,24,168
1040,Feb,20,180
1040,Mar,26,182
1040,Apr,25,225
1040,May,20,180
1041,Feb,26,182
1041,Mar,24,216
1041,Apr,20,180
1041,May,26,156
1042,Feb,24,168
1042,Mar,25,150
1042,Apr,26,182
1042,May,24,216
1043,Feb,21,189
1043,Mar,25,200
1043,Apr,26,234
1043,May,23,161
1044,Feb,26,208
1044,Mar,21,126
1044,Apr,24,216
1044,May,25,225
1045,Feb,24,192
1045,Mar,25,150
1045,Apr,21,189
1045,May,24,144
1046,Feb,21,147
1046,Mar,21,189
1046,Apr,20,140
1046,May,23,138
1047,Feb,25,175
1047,Mar,26,182
1047,Apr,20,180
1047,May,21,189
1048,Feb,26,234
1048,Mar,22,154
1048,Apr,25,200
1048,May,24,216
1049,Feb,21,147
1049,Mar,25,150
1049,Apr,21,126
1049,May,23,184
1050,Feb,23,207
1050,Mar,21,189
1050,Apr,23,138
1050,May,26,182
1051,Feb,20,120
1051,Mar,20,160
1051,Apr,24,168
1051,May,25,200
1052,Feb,24,168
1052,Mar,21,168
1052,Apr,25,150
1052,May,20,180
1053,Feb,26,182
1053,Mar,25,150
1053,Apr,22,154
1053,May,23,138
1054,Feb,20,120
1054,Mar,24,216
1054,Apr,22,154
1054,May,21,126
1055,Feb,21,189
1055,Mar,26,208
1055,Apr,22,132
1055,May,26,156
1056,Feb,26,182
1056,Mar,24,192
1056,Apr,25,225
1056,May,22,176
1057,Feb,20,160
1057,Mar,22,198
1057,Apr,22,176
1057,May,23,207
1058,Feb,21,126
1058,Mar,21,189
1058,Apr,24,216
1058,May,23,161
1059,Feb,22,132
1059,Mar,25,175
1059,Apr,23,184
1059,May,21,189
1060,Feb,20,160
1060,Mar,24,192
1060,Apr,20,140
1060,May,23,138
1061,Feb,22,198
1061,Mar,23,161
1061,Apr,20,160
1061,May,21,126
1062,Feb,26,234
1062,Mar,22,154
1062,Apr,26,208
1062,May,22,154
1063,Feb,26,208
1063,Mar,24,144
1063,Apr,22,154
1063,May,24,216
1064,Feb,25,225
1064,Mar,23,138
1064,Apr,26,156
1064,May,21,126
1065,Feb,22,132
1065,Mar,24,216
1065,Apr,21,168
1065,May,26,182
1066,Feb,26,156
1066,Mar,24,216
1066,Apr,25,150
1066,May,23,184
1067,Feb,26,234
1067,Mar,23,161
1067,Apr,25,150
1067,May,21,168
1068,Feb,24,216
1068,Mar,25,150
1068,Apr,22,132
1068,May,23,184
1069,Feb,26,182
1069,Mar,25,150
1069,Apr,24,168
1069,May,20,140
1070,Feb,22,176
1070,Mar,24,168
1070,Apr,23,207
1070,May,20,120
1071,Feb,22,176
1071,Mar,24,168
1071,Apr,20,180
1071,May,21,168
1072,Feb,20,160
1072,Mar,26,182
1072,Apr,20,160
1072,May,20,140
1073,Feb,21,189
1073,Mar,22,176
1073,Apr,20,160
1073,May,24,168
1074,Feb,20,120
1074,Mar,25,200
1074,Apr,24,216
1074,May,21,189
1075,Feb,22,132
1075,Mar,26,182
1075,Apr,22,198
1075,May,23,161
1076,Feb,25,175
1076,Mar,25,150
1076,Apr,21,126
1076,May,23,207
1077,Feb,26,156
1077,Mar,23,184
1077,Apr,21,147
1077,May,26,208
1078,Feb,25,175
1078,Mar,21,126
1078,Apr,23,138
1078,May,23,161
1079,Feb,21,189
1079,Mar,22,198
1079,Apr,26,156
1079,May,20,140
1080,Feb,21,168
1080,Mar,23,138
1080,Apr,22,154
1080,May,21,147
1081,Feb,26,234
1081,Mar,25,175
1081,Apr,26,182
1081,May,21,189
1082,Feb,25,200
1082,Mar,26,182
1082,Apr,25,225
1082,May,25,150
1083,Feb,24,144
1083,Mar,23,184
1083,Apr,26,156
1083,May,20,140
1084,Feb,23,207
1084,Mar,21,126
1084,Apr,23,138
1084,May,25,150
1085,Feb,26,208
1085,Mar,21,147
1085,Apr,26,208
1085,May,23,138
1086,Feb,26,156
1086,Mar,26,182
1086,Apr,21,189
1086,May,26,182
1087,Feb,25,175
1087,Mar,25,200
1087,Apr,20,120
1087,May,24,192
1088,Feb,21,189
1088,Mar,24,168
1088,Apr,21,147
1088,May,24,192
1089,Feb,26,208
1089,Mar,23,184
1089,Apr,23,161
1089,May,26,156
1090,Feb,23,161
1090,Mar,20,180
1090,Apr,22,198
1090,May,24,216
1091,Feb,26,182
1091,Mar,25,225
1091,Apr,23,207
1091,May,24,168
1092,Feb,24,168
1092,Mar,21,168
1092,Apr,26,156
1092,May,25,150
1093,Feb,23,184
1093,Mar,22,176
1093,Apr,26,156
1093,May,23,138
1094,Feb,20,140
1094,Mar,25,175
1094,Apr,24,192
1094,May,21,147
1095,Feb,26,234
1095,Mar,23,138
1095,Apr,22,132
1095,May,20,120
1096,Feb,25,200
1096,Mar,25,175
1096,Apr,25,225
1096,May,22,198
1097,Feb,26,182
1097,Mar,22,154
1097,Apr,22,132
1097,May,25,200
1098,Feb,26,156
1098,Mar,25,200
1098,Apr,25,225
1098,May,23,138
1099,Feb,24,192
1099,Mar,23,184
1099,Apr,25,200
1099,May,23,184
1100,Feb,24,216
1100,Mar,21,168
1100,Apr,20,160
1100,May,26,182
1101,Feb,22,154
1101,Mar,26,234
1101,Apr,24,192
1101,May,21,147
1102,Feb,23,207
1102,Mar,21,168
1102,Apr,24,168
1102,May,23,138
1103,Feb,21,126
1103,Mar,20,140
1103,Apr,21,126
1103,May,24,216
1104,Feb,22,176
1104,Mar,25,175
1104,Apr,21,126
1104,May,21,168
1105,Feb,26,208
1105,Mar,23,161
1105,Apr,24,192
1105,May,24,216
1106,Feb,22,176
1106,Mar,21,126
1106,Apr,25,175
1106,May,24,216
1107,Feb,20,140
1107,Mar,20,120
1107,Apr,23,161
1107,May,22,176
1108,Feb,20,160
1108,Mar,22,176
1108,Apr,25,200
1108,May,23,161
1109,Feb,20,120
1109,Mar,24,216
1109,Apr,25,175
1109,May,22,198
1110,Feb,26,208
1110,Mar,22,176
1110,Apr,21,126
1110,May,23,161
1111,Feb,26,182
1111,Mar,25,225
1111,Apr,25,175
1111,May,25,225
1112,Feb,26,208
1112,Mar,26,234
1112,Apr,20,160
1112,May,23,138
1113,Feb,21,189
1113,Mar,25,175
1113,Apr,21,147
1113,May,20,160
1114,Feb,26,234
1114,Mar,24,144
1114,Apr,26,182
1114,May,23,207
1115,Feb,20,140
1115,Mar,26,234
1115,Apr,22,154
1115,May,24,168
1116,Feb,25,175
1116,Mar,21,126
1116,Apr,26,156
1116,May,23,184
1117,Feb,23,207
1117,Mar,21,147
1117,Apr,20,180
1117,May,23,207
1118,Feb,26,156
1118,Mar,22,198
1118,Apr,20,120
1118,May,25,200
1119,Feb,21,168
1119,Mar,26,182
1119,Apr,22,176
1119,May,23,207
1120,Feb,20,180
1120,Mar,24,216
1120,Apr,20,120
1120,May,20,120
1121,Feb,20,160
1121,Mar,20,160
1121,Apr,26,182
1121,May,25,225
1122,Feb,21,147
1122,Mar,25,175
1122,Apr,21,168
1122,May,21,168
1123,Feb,23,138
1123,Mar,24,216
1123,Apr,25,150
1123,May,25,225
1124,Feb,22,198
1124,Mar,22,132
1124,Apr,26,156
1124,May,26,182
1125,Feb,25,175
1125,Mar,21,147
1125,Apr,25,175
1125,May,24,144
1126,Feb,24,192
1126,Mar,22,132
1126,Apr,23,161
1126,May,21,168
1127,Feb,26,156
1127,Mar,22,154
1127,Apr,26,156
1127,May,22,176
1128,Feb,24,168
1128,Mar,21,168
1128,Apr,24,216
1128,May,25,150
1129,Feb,26,156
1129,Mar,23,207
1129,Apr,26,182
1129,May,26,234
1130,Feb,25,225
1130,Mar,22,176
1130,Apr,24,144
1130,May,22,176
1131,Feb,20,160
1131,Mar,23,184
1131,Apr,24,168
1131,May,21,189
1132,Feb,22,154
1132,Mar,20,140
1132,Apr,22,154
1132,May,24,216
1133,Feb,23,161
1133,Mar,23,184
1133,Apr,23,138
1133,May,24,216
1134,Feb,24,168
1134,Mar,24,144
1134,Apr,25,150
1134,May,25,150
1135,Feb,21,147
1135,Mar,20,160
1135,Apr,21,126
1135,May,26,156
1136,Feb,24,144
1136,Mar,25,150
1136,Apr,23,184
1136,May,21,147
1137,Feb,22,176
1137,Mar,26,182
1137,Apr,26,234
1137,May,26,182
1138,Feb,23,184
1138,Mar,24,144
1138,Apr,23,184
1138,May,24,192
1139,Feb,21,126
1139,Mar,24,216
1139,Apr,20,120
1139,May,21,189
1140,Feb,20,180
1140,Mar,21,168
1140,Apr,26,234
1140,May,20,140
1141,Feb,22,176
1141,Mar,21,147
1141,Apr,22,198
1141,May,24,168
1142,Feb,21,189
1142,Mar,21,147
1142,Apr,22,154
1142,May,26,234
